Data,Volume (hm³),Volume (%),Chuva (mm),Vazão natural (m³/s),Vazão a jusante (m³/s)
2012-04-09,718.73968,73.18605,0.6,16.566,4.5
2012-04-10,717.23155,73.03248,0.0,18.707,4.5
2012-04-11,715.96872,72.90389,0.3,21.68,4.5
2012-04-12,713.98971,72.70238,10.15,12.943,4.5
2012-04-13,713.12472,72.6143,3.8,26.712,4.5
2012-04-14,713.25653,72.62772,0.45,37.239,4.5
2012-04-15,711.6756,72.46674,1.0,15.712,4.5
2012-04-16,711.04488,72.40252,6.35,26.242,4.5
2012-04-17,710.491,72.34612,0.0,28.592,4.5
2012-04-18,708.70489,72.16425,0.0,14.299,4.5
2012-04-19,707.26429,72.01756,0.0,17.489,4.5
2012-04-20,705.17376,71.80469,0.0,10.66,4.5
2012-04-21,704.041,71.68935,20.0,22.4,4.5
2012-04-22,709.51383,72.24662,22.3,94.84,3.46
2012-04-23,711.77426,72.47679,0.3,55.241,3.0
2012-04-24,711.66754,72.46592,0.05,32.257,3.0
2012-04-25,711.13838,72.41204,0.0,28.157,4.13
2012-04-26,709.82738,72.27855,0.0,21.028,5.99
2012-04-27,711.04589,72.40262,17.15,48.707,6.12
2012-04-28,710.68731,72.36611,1.55,28.054,4.1
2012-04-29,710.33996,72.33074,6.15,27.98,4.0
2012-04-30,711.8964,72.48923,22.25,48.218,4.0
2012-05-01,720.57155,73.37258,32.95,134.598,3.39
2012-05-02,724.14418,73.73636,0.05,72.082,3.0
2012-05-03,726.58766,73.98517,0.05,60.222,5.72
2012-05-04,727.0505,74.0323,0.05,42.091,7.0
2012-05-05,726.8603,74.01293,0.0,35.106,7.0
2012-05-06,726.55929,73.98228,0.05,32.739,7.0
2012-05-07,726.02724,73.92811,0.0,30.556,7.0
2012-05-08,724.92705,73.81608,0.0,25.629,7.0
2012-05-09,723.66834,73.68791,0.0,22.832,7.0
2012-05-10,722.54731,73.57376,0.1,25.894,7.0
2012-05-11,721.70491,73.48798,0.05,26.423,4.7
2012-05-12,720.64891,73.38046,2.0,24.736,4.96
2012-05-13,719.78914,73.29291,0.55,24.909,5.0
2012-05-14,719.16029,73.22888,0.0,23.835,5.0
2012-05-15,719.13605,73.22641,7.7,32.843,5.0
2012-05-16,719.26969,73.24002,1.5,35.584,5.0
2012-05-17,718.52389,73.16407,0.05,26.094,5.0
2012-05-18,717.24611,73.03396,0.0,20.696,5.0
2012-05-19,716.13394,72.92072,0.0,22.447,5.0
2012-05-20,714.65954,72.77058,0.05,18.115,5.0
2012-05-21,713.62544,72.66529,0.0,21.546,5.0
2012-05-22,711.81711,72.48115,0.15,11.682,5.0
2012-05-23,710.78306,72.37586,0.0,22.921,5.0
2012-05-24,709.25928,72.2207,0.05,16.864,5.0
2012-05-25,709.08412,72.20287,11.05,32.347,5.0
2012-05-26,710.09122,72.30541,4.2,46.993,5.0
2012-05-27,709.23242,72.21797,0.05,24.367,5.0
2012-05-28,708.47405,72.14074,0.05,24.434,5.0
2012-05-29,706.97279,71.98788,0.05,17.894,5.0
2012-05-30,705.82317,71.87082,0.1,23.144,5.0
2012-05-31,704.33082,71.71886,0.15,20.799,5.0
2012-06-01,702.39496,71.52174,0.1,15.121,5.7
2012-06-02,702.87915,71.57104,16.4,43.888,6.0
2012-06-03,701.93893,71.4753,0.1,26.789,5.11
2012-06-04,700.44101,71.32278,0.05,19.046,4.5
2012-06-05,700.33224,71.3117,18.4,36.205,4.5
2012-06-06,704.4763,71.73367,34.85,79.716,3.57
2012-06-07,707.2549,72.0166,12.45,61.338,2.9
2012-06-08,708.59453,72.15301,3.45,47.024,3.57
2012-06-09,710.72328,72.36977,16.0,59.575,4.0
2012-06-10,711.64223,72.46335,0.05,45.291,4.0
2012-06-11,711.84855,72.48435,0.3,36.633,4.0
2012-06-12,715.3726,72.84319,24.65,75.414,4.0
2012-06-13,716.69884,72.97824,0.1,52.28,4.0
2012-06-14,717.13943,73.0231,0.0,41.689,4.0
2012-06-15,716.05185,72.91236,0.0,24.285,4.0
2012-06-16,715.26359,72.83209,0.05,28.403,4.22
2012-06-17,714.65313,72.76993,0.15,30.612,4.5
2012-06-18,713.69428,72.6723,0.1,25.513,4.5
2012-06-19,712.73969,72.5751,0.1,26.747,4.5
2012-06-20,713.62195,72.66493,31.8,45.439,4.5
2012-06-21,720.06531,73.32103,18.65,108.398,3.56
2012-06-22,727.20692,74.04823,23.85,113.077,3.0
2012-06-23,733.95296,74.73515,0.0,112.732,3.0
2012-06-24,737.89284,75.13633,0.0,80.366,3.0
2012-06-25,739.01466,75.25056,0.0,46.554,3.0
2012-06-26,739.47977,75.29792,0.0,39.309,3.0
2012-06-27,739.58476,75.30861,0.0,37.079,3.0
2012-06-28,740.2622,75.37759,0.1,43.163,3.0
2012-06-29,739.42999,75.29285,0.05,26.203,3.0
2012-06-30,739.05715,75.25488,0.05,32.625,3.38
2012-07-01,739.58696,75.30883,0.0,43.132,4.0
2012-07-02,738.84924,75.23371,0.0,26.673,4.0
2012-07-03,737.80683,75.12757,0.1,25.48,4.0
2012-07-04,737.37067,75.08316,0.05,31.795,4.0
2012-07-05,735.95249,74.93875,0.1,20.586,4.0
2012-07-06,734.77614,74.81897,0.05,22.996,4.0
2012-07-07,733.66601,74.70593,0.05,24.523,4.0
2012-07-08,733.37342,74.67614,12.15,31.099,4.0
2012-07-09,733.68221,74.70758,0.15,34.119,4.0
2012-07-10,732.94992,74.63301,0.0,26.516,4.0
2012-07-11,732.19782,74.55643,0.0,28.35,4.0
2012-07-12,731.19402,74.45422,0.0,25.526,4.0
2012-07-13,730.4062,74.374,4.2,25.3,4.0
2012-07-14,729.4679,74.27845,0.05,25.348,4.0
2012-07-15,728.64102,74.19426,0.1,25.711,4.0
2012-07-16,727.48404,74.07645,0.0,19.966,4.0
2012-07-17,727.6369,74.09201,10.1,35.894,4.0
2012-07-18,731.72415,74.5082,25.0,81.349,4.0
2012-07-19,734.93591,74.83524,0.0,72.192,3.17
2012-07-20,736.3852,74.98281,0.1,52.504,3.0
2012-07-21,736.4624,74.99067,0.1,36.728,3.0
2012-07-22,735.69528,74.91256,0.0,26.14,3.0
2012-07-23,735.36067,74.87849,0.05,30.159,3.0
2012-07-24,734.67818,74.80899,0.0,27.408,3.0
2012-07-25,734.02856,74.74285,0.0,28.339,3.0
2012-07-26,732.6407,74.60153,0.1,19.072,3.0
2012-07-27,731.44639,74.47992,0.0,21.295,3.0
2012-07-28,730.66575,74.40043,0.0,28.0,4.0
2012-07-29,729.30443,74.26181,0.0,21.332,5.0
2012-07-30,727.94537,74.12342,0.1,21.53,5.0
2012-07-31,726.49295,73.97553,0.15,20.789,5.0
2012-08-01,725.34456,73.85859,0.0,23.83,5.0
2012-08-02,723.7561,73.69685,0.1,20.508,5.0
2012-08-03,722.58462,73.57756,0.0,24.287,5.0
2012-08-04,721.38968,73.45589,0.05,24.812,5.0
2012-08-05,719.87448,73.3016,0.05,19.683,5.0
2012-08-06,718.57181,73.16895,0.1,21.138,5.0
2012-08-07,716.73576,72.982,0.0,16.768,5.0
2012-08-08,715.00646,72.80591,0.1,17.929,5.0
2012-08-09,713.72412,72.67534,0.0,22.717,5.0
2012-08-10,711.97156,72.49688,0.0,17.752,5.0
2012-08-11,709.88989,72.28491,0.0,14.754,5.0
2012-08-12,708.26964,72.11993,0.0,19.639,5.0
2012-08-13,706.72419,71.96256,0.05,17.978,5.0
2012-08-14,705.15513,71.80279,0.0,20.446,5.0
2012-08-15,703.33004,71.61695,0.0,15.181,3.5
2012-08-16,701.17758,71.39778,0.0,13.459,5.0
2012-08-17,699.59387,71.23652,0.0,19.897,5.35
2012-08-18,697.86633,71.06061,0.1,18.965,5.0
2012-08-19,696.01529,70.87212,0.0,16.725,5.0
2012-08-20,693.89288,70.65601,0.0,12.149,5.0
2012-08-21,691.76434,70.43927,0.0,13.418,5.0
2012-08-22,689.99305,70.25891,0.0,18.313,5.0
2012-08-23,687.84499,70.04018,0.0,13.572,5.0
2012-08-24,686.04163,69.85655,0.0,16.408,4.63
2012-08-25,683.70545,69.61867,0.05,11.442,5.0
2012-08-26,681.90308,69.43514,0.0,16.624,5.0
2012-08-27,680.22869,69.26465,0.0,16.694,5.0
2012-08-28,677.83598,69.02101,0.0,10.754,5.0
2012-08-29,675.67519,68.80098,0.1,12.369,5.0
2012-08-30,673.10966,68.53975,0.0,7.483,5.0
2012-08-31,670.62651,68.2869,0.0,8.984,4.59
2012-09-01,668.01935,68.02142,0.0,9.956,6.69
2012-09-02,665.51502,67.76642,0.0,12.038,8.5
2012-09-03,662.8792,67.49802,0.0,8.992,8.5
2012-09-04,660.8564,67.29205,0.0,18.236,8.5
2012-09-05,659.12209,67.11545,0.0,20.173,8.5
2012-09-06,656.55057,66.85361,0.0,11.751,8.5
2012-09-07,654.33664,66.62817,0.0,16.171,8.5
2012-09-08,652.06514,66.39688,0.2,14.054,8.5
2012-09-09,649.87223,66.17358,0.0,14.929,8.5
2012-09-10,647.8616,65.96885,0.0,17.097,8.5
2012-09-11,645.2569,65.70362,0.0,12.171,8.5
2012-09-12,642.7597,65.44935,0.0,12.544,8.5
2012-09-13,640.71479,65.24112,0.0,18.358,8.5
2012-09-14,637.7326,64.93746,0.45,6.564,8.5
2012-09-15,635.96253,64.75722,0.85,21.189,8.5
2012-09-16,633.30926,64.48705,0.15,10.597,8.5
2012-09-17,630.94913,64.24673,0.1,13.404,8.5
2012-09-18,628.87929,64.03597,0.1,18.182,8.5
2012-09-19,626.00149,63.74293,0.0,8.796,8.5
2012-09-20,622.98134,63.4354,1.8,7.095,8.5
2012-09-21,621.60917,63.29568,0.9,25.203,8.5
2012-09-22,619.74343,63.1057,5.35,18.595,8.5
2012-09-23,617.04326,62.83076,0.0,8.757,8.5
2012-09-24,614.6324,62.58527,0.0,11.695,8.5
2012-09-25,613.13139,62.43243,1.15,24.311,8.5
2012-09-26,611.07737,62.22328,1.95,16.162,8.5
2012-09-27,609.40621,62.05311,0.4,18.337,8.5
2012-09-28,606.85708,61.79354,0.0,9.227,8.5
2012-09-29,603.89325,61.49175,0.0,5.878,8.5
2012-09-30,601.14066,61.21146,0.0,8.651,8.5
2012-10-01,599.36763,61.03093,0.0,18.115,8.5
2012-10-02,596.80534,60.77002,0.0,13.626,10.3
2012-10-03,594.83039,60.56892,2.55,20.422,10.5
2012-10-04,592.1211,60.29304,0.45,12.234,10.5
2012-10-05,589.62286,60.03866,1.15,14.84,10.5
2012-10-06,587.93476,59.86677,19.9,23.317,10.5
2012-10-07,585.88038,59.65758,0.05,18.086,10.5
2012-10-08,583.82774,59.44857,0.0,18.211,10.5
2012-10-09,580.97484,59.15807,0.0,10.002,10.5
2012-10-10,578.22953,58.87853,0.0,11.578,10.5
2012-10-11,575.17186,58.56718,0.2,8.368,10.5
2012-10-12,572.56428,58.30166,3.95,10.912,10.5
2012-10-13,571.24345,58.16717,12.65,23.435,10.5
2012-10-14,569.67541,58.0075,0.85,20.345,10.5
2012-10-15,568.01912,57.83885,0.0,18.839,10.5
2012-10-16,565.53892,57.5863,0.0,14.244,10.5
2012-10-17,563.59848,57.38871,4.35,19.882,10.5
2012-10-18,561.63253,57.18853,1.55,17.981,9.69
2012-10-19,559.15609,56.93636,0.0,12.738,9.0
2012-10-20,557.50629,56.76837,2.65,21.379,9.0
2012-10-21,556.34376,56.65,2.75,26.744,9.0
2012-10-22,554.97713,56.51084,2.125,24.847,9.0
2012-10-23,553.36177,56.34635,0.0,24.207,9.0
2012-10-24,554.20986,56.43271,29.5,50.693,9.0
2012-10-25,553.10568,56.32028,0.05,26.457,6.44
2012-10-26,551.97157,56.2048,0.0,25.169,5.0
2012-10-27,551.6667,56.17375,0.4,34.87,5.0
2012-10-28,550.24326,56.02881,0.05,21.127,5.0
2012-10-29,549.96934,56.00092,23.25,32.734,5.0
2012-10-30,548.90794,55.89284,0.05,25.563,5.0
2012-10-31,546.68465,55.66645,0.0,12.955,5.0
2012-11-01,544.25968,55.41953,8.2,10.467,5.5
2012-11-02,541.84672,55.17383,0.05,10.228,6.0
2012-11-03,539.42167,54.9269,0.1,10.008,6.0
2012-11-04,536.50343,54.62975,0.5,5.72,6.0
2012-11-05,534.64816,54.44083,0.0,16.335,6.0
2012-11-06,532.17271,54.18877,0.0,12.657,6.98
2012-11-07,530.01095,53.96864,0.0,16.367,8.0
2012-11-08,527.6971,53.73304,3.95,13.522,8.0
2012-11-09,525.80163,53.54003,0.0,18.497,8.0
2012-11-10,524.60787,53.41847,16.05,26.582,8.0
2012-11-11,523.38981,53.29444,5.45,26.846,8.0
2012-11-12,522.83252,53.2377,27.05,33.643,8.0
2012-11-13,523.32408,53.28775,6.3,45.363,8.0
2012-11-14,521.81853,53.13445,2.25,22.33,8.0
2012-11-15,520.01719,52.95102,0.0,19.048,8.0
2012-11-16,517.84707,52.73005,0.1,14.239,8.0
2012-11-17,516.33386,52.57597,0.05,22.289,8.0
2012-11-18,513.79329,52.31727,0.0,9.429,8.0
2012-11-19,511.42147,52.07576,0.0,11.832,8.0
2012-11-20,510.10287,51.94149,36.35,26.63,8.0
2012-11-21,508.40622,51.76873,0.75,19.899,6.09
2012-11-22,506.28202,51.55243,0.0,14.513,5.5
2012-11-23,504.65636,51.3869,0.05,19.221,5.5
2012-11-24,502.5525,51.17267,0.0,14.2,5.5
2012-11-25,501.27233,51.04232,13.25,22.086,5.5
2012-11-26,499.53893,50.86582,1.3,16.316,5.5
2012-11-27,497.77038,50.68573,0.3,17.331,5.5
2012-11-28,496.47574,50.5539,2.0,22.419,5.5
2012-11-29,494.28178,50.3305,0.0,13.495,5.5
2012-11-30,491.87646,50.08558,0.0,11.879,6.77
2012-12-01,489.60739,49.85453,0.0,14.858,8.0
2012-12-02,487.63131,49.65332,12.4,15.927,8.0
2012-12-03,486.41361,49.52932,4.6,24.748,8.0
2012-12-04,486.09869,49.49726,0.0,37.411,8.0
2012-12-05,484.37001,49.32123,0.0,21.103,8.0
2012-12-06,482.17727,49.09795,1.45,16.148,8.0
2012-12-07,479.95003,48.87117,0.4,15.646,8.0
2012-12-08,477.81396,48.65366,0.1,17.012,8.0
2012-12-09,475.63055,48.43133,0.55,14.462,8.0
2012-12-10,473.64827,48.22949,0.0,15.033,8.25
2012-12-11,471.70165,48.03127,0.0,18.98,8.0
2012-12-12,469.77242,47.83483,0.05,18.956,8.0
2012-12-13,467.31036,47.58412,7.3,13.197,8.0
2012-12-14,465.24613,47.37393,2.55,17.074,8.0
2012-12-15,467.47896,47.60129,46.05,64.847,7.02
2012-12-16,468.81298,47.73713,16.26,50.879,6.0
2012-12-17,468.12029,47.6666,6.6,28.594,6.0
2012-12-18,469.23766,47.78037,9.85,49.705,4.65
2012-12-19,468.79548,47.73535,0.1,33.055,4.0
2012-12-20,469.01968,47.75818,15.4,39.283,4.0
2012-12-21,469.91815,47.84966,24.55,46.92,4.0
2012-12-22,471.03205,47.96309,3.15,48.347,4.0
2012-12-23,470.01789,47.85982,2.55,22.141,4.0
2012-12-24,469.38282,47.79515,0.2,26.017,4.0
2012-12-25,470.09351,47.86752,13.0,44.038,4.0
2012-12-26,469.69819,47.82727,0.0,29.207,4.0
2012-12-27,468.75307,47.73103,4.7,26.737,4.0
2012-12-28,468.54422,47.70976,15.2,34.637,4.73
2012-12-29,467.05686,47.55831,0.0,19.904,5.0
2012-12-30,468.72355,47.72802,35.55,53.672,5.0
2012-12-31,476.53159,48.52308,34.2,121.946,4.48
2013-01-01,479.0517,48.77969,0.8,62.565,3.0
2013-01-02,479.59244,48.83475,0.05,37.366,3.0
2013-01-03,478.80898,48.75498,3.35,24.832,3.0
2013-01-04,478.06556,48.67928,0.5,25.496,3.0
2013-01-05,477.88165,48.66055,9.2,32.558,3.0
2013-01-06,477.20632,48.59179,0.05,27.797,3.0
2013-01-07,476.62659,48.53275,4.35,27.427,3.0
2013-01-08,475.48213,48.41622,0.0,22.81,3.0
2013-01-09,474.15398,48.28098,0.75,20.825,3.49
2013-01-10,474.32849,48.29875,19.15,36.225,4.0
2013-01-11,479.83238,48.85918,20.35,97.42,4.0
2013-01-12,483.16842,49.19888,0.0,74.34,4.0
2013-01-13,487.9403,49.68478,17.75,89.58,4.0
2013-01-14,493.07549,50.20767,21.25,93.083,4.0
2013-01-15,498.11423,50.72074,4.0,93.396,2.84
2013-01-16,501.53506,51.06907,4.4,74.23,2.5
2013-01-17,506.26152,51.55035,15.15,89.257,2.5
2013-01-18,508.86116,51.81506,0.0,64.321,2.5
2013-01-19,509.95506,51.92644,0.0,47.882,2.76
2013-01-20,511.16809,52.04996,7.05,47.378,3.0
2013-01-21,511.53539,52.08736,0.0,38.067,3.0
2013-01-22,511.22409,52.05566,1.95,30.767,3.0
2013-01-23,510.97958,52.03077,0.05,31.025,3.0
2013-01-24,511.90391,52.12489,7.85,45.818,3.0
2013-01-25,513.26369,52.26335,0.2,51.582,3.0
2013-01-26,512.59729,52.19549,6.25,27.652,3.5
2013-01-27,513.29258,52.26629,1.85,41.37,3.5
2013-01-28,513.89884,52.32802,0.35,39.591,3.5
2013-01-29,514.60435,52.39986,0.1,43.691,3.5
2013-01-30,514.35323,52.37429,0.0,32.807,3.5
2013-01-31,514.02327,52.34069,0.0,32.46,3.5
2013-02-01,513.56392,52.29392,0.0,30.913,3.77
2013-02-02,514.34767,52.37372,15.6,45.701,4.0
2013-02-03,513.27889,52.26489,0.95,24.088,4.0
2013-02-04,515.01972,52.44215,18.3,53.247,4.0
2013-02-05,516.16929,52.55921,5.55,49.402,4.0
2013-02-06,516.10259,52.55242,0.0,34.772,4.0
2013-02-07,517.70798,52.71589,9.15,54.818,4.0
2013-02-08,521.64684,53.11697,10.35,79.901,2.92
2013-02-09,526.84913,53.64669,25.9,94.375,2.5
2013-02-10,531.64468,54.135,11.75,88.052,2.5
2013-02-11,536.82642,54.66263,28.15,89.875,2.5
2013-02-12,539.39535,54.92422,3.45,63.298,2.5
2013-02-13,541.44663,55.13309,7.7,57.921,2.5
2013-02-14,543.85938,55.37877,10.45,63.722,2.5
2013-02-15,547.06393,55.70507,8.8,72.936,2.5
2013-02-16,549.67587,55.97104,2.6,64.959,2.5
2013-02-17,551.94464,56.20205,11.4,60.901,2.5
2013-02-18,553.30361,56.34043,0.0,50.552,2.5
2013-02-19,556.26978,56.64246,6.45,69.5,2.5
2013-02-20,557.84616,56.80298,7.5,54.453,2.5
2013-02-21,557.79814,56.79809,6.8,35.692,2.5
2013-02-22,556.98683,56.71548,0.0,26.924,2.5
2013-02-23,557.4847,56.76617,15.6,40.46,3.03
2013-02-24,557.94769,56.81332,16.45,40.847,3.5
2013-02-25,558.86704,56.90693,0.0,46.222,3.5
2013-02-26,559.18484,56.93929,0.95,41.014,3.5
2013-02-27,560.80446,57.10421,24.8,55.281,3.5
2013-02-28,560.18359,57.04099,0.35,29.385,3.5
2013-03-01,560.26128,57.0489,0.0,37.669,3.77
2013-03-02,560.82695,57.1065,0.0,43.757,4.0
2013-03-03,560.73636,57.09728,0.0,35.24,4.0
2013-03-04,561.21021,57.14553,0.0,41.543,4.0
2013-03-05,560.61617,57.08504,0.0,30.961,4.0
2013-03-06,560.19815,57.04247,3.15,33.213,4.7
2013-03-07,559.79487,57.00141,12.05,33.954,5.5
2013-03-08,560.76109,57.09979,9.65,49.906,5.5
2013-03-09,560.65234,57.08872,0.2,37.36,5.5
2013-03-10,564.71604,57.50251,22.55,83.883,5.5
2013-03-11,568.21388,57.85868,13.7,76.484,5.5
2013-03-12,571.04513,58.14697,9.55,68.702,3.24
2013-03-13,573.2507,58.37156,8.1,60.035,2.5
2013-03-14,575.32301,58.58257,5.25,57.778,2.5
2013-03-15,576.08965,58.66063,0.25,42.149,2.5
2013-03-16,576.4697,58.69933,0.8,39.113,2.5
2013-03-17,578.79217,58.93582,11.6,61.703,2.5
2013-03-18,583.22452,59.38714,11.1,83.254,2.5
2013-03-19,586.92631,59.76408,3.25,76.786,2.5
2013-03-20,590.4171,60.11953,3.75,74.861,2.5
2013-03-21,592.90179,60.37254,4.8,62.837,2.5
2013-03-22,596.06617,60.69475,4.1,69.788,2.5
2013-03-23,598.45291,60.93778,0.0,62.207,2.5
2013-03-24,599.90361,61.0855,0.0,50.255,2.5
2013-03-25,602.92078,61.39273,2.8,67.211,2.5
2013-03-26,604.57924,61.5616,0.0,54.158,2.5
2013-03-27,607.25603,61.83417,3.65,64.53,2.5
2013-03-28,608.09086,61.91917,0.0,43.114,2.5
2013-03-29,608.49993,61.96083,0.0,39.412,2.5
2013-03-30,609.16578,62.02863,0.0,39.415,2.5
2013-03-31,609.48288,62.06092,0.0,37.098,2.5
2013-04-01,608.31642,61.94214,0.0,18.834,2.5
2013-04-02,607.72119,61.88153,0.0,28.463,2.5
2013-04-03,607.98423,61.90832,5.6,36.944,2.5
2013-04-04,608.78985,61.99035,2.85,42.617,2.5
2013-04-05,608.58673,61.96966,4.4,33.315,2.5
2013-04-06,613.38615,62.45837,16.25,88.691,2.5
2013-04-07,614.81169,62.60353,0.0,51.236,2.5
2013-04-08,617.03182,62.82959,5.35,57.644,2.5
2013-04-09,617.82611,62.91047,0.0,43.708,2.5
2013-04-10,618.50605,62.97971,0.0,40.974,2.5
2013-04-11,619.53234,63.08421,0.0,45.592,2.5
2013-04-12,619.63715,63.09488,0.0,35.626,2.5
2013-04-13,620.43634,63.17626,13.45,46.748,4.48
2013-04-14,624.36418,63.57621,16.8,78.306,5.0
2013-04-15,626.70951,63.81503,0.05,60.763,5.0
2013-04-16,626.58111,63.80195,0.2,35.71,4.71
2013-04-17,627.844,63.93055,0.05,50.149,4.5
2013-04-18,627.6708,63.91291,0.2,34.259,4.5
2013-04-19,626.32252,63.77562,0.0,20.421,4.5
2013-04-20,625.82412,63.72487,0.0,30.387,4.5
2013-04-21,626.09713,63.75267,0.1,38.483,4.5
2013-04-22,625.28535,63.67001,0.0,24.208,4.5
2013-04-23,624.10384,63.5497,0.0,22.522,4.5
2013-04-24,623.66393,63.50491,0.0,31.008,4.5
2013-04-25,622.49529,63.38591,0.0,22.761,4.5
2013-04-26,621.6806,63.30296,0.0,27.242,4.5
2013-04-27,620.86966,63.22038,0.05,29.842,5.56
2013-04-28,619.58786,63.08986,0.05,24.798,7.0
2013-04-29,618.80018,63.00966,0.0,29.624,7.0
2013-04-30,617.21601,62.84835,0.0,21.365,7.0
2013-05-01,616.26276,62.75128,0.0,28.767,7.0
2013-05-02,615.20548,62.64362,0.0,26.829,7.0
2013-05-03,614.28533,62.54993,0.0,29.679,7.0
2013-05-04,612.76776,62.3954,0.1,23.162,7.0
2013-05-05,611.98044,62.31523,0.0,30.887,7.0
2013-05-06,610.12084,62.12588,1.55,17.273,7.0
2013-05-07,609.26172,62.0384,0.1,30.168,7.0
2013-05-08,607.65966,61.87527,0.05,21.128,7.0
2013-05-09,606.57304,61.76462,0.0,23.035,7.0
2013-05-10,605.01908,61.60639,0.1,21.814,7.0
2013-05-11,603.59663,61.46155,0.1,23.943,7.0
2013-05-12,602.13076,61.31228,0.05,22.266,7.0
2013-05-13,600.86557,61.18345,0.1,23.002,7.0
2013-05-14,599.0032,60.99382,0.05,19.05,7.0
2013-05-15,597.99837,60.8915,0.05,28.035,7.0
2013-05-16,596.78033,60.76747,0.0,25.831,7.0
2013-05-17,595.30187,60.61693,0.1,22.726,7.0
2013-05-18,593.05036,60.38767,0.0,13.65,7.0
2013-05-19,591.20494,60.19975,0.0,18.456,7.0
2013-05-20,589.33087,60.00893,0.0,16.439,7.0
2013-05-21,587.95822,59.86916,0.0,24.477,7.0
2013-05-22,586.26721,59.69697,0.05,20.714,7.0
2013-05-23,585.02991,59.57098,7.85,25.515,7.0
2013-05-24,584.40726,59.50758,0.1,32.472,7.0
2013-05-25,582.49796,59.31316,0.0,18.081,7.0
2013-05-26,581.04585,59.1653,0.0,23.686,7.0
2013-05-27,579.62934,59.02106,0.15,22.351,7.0
2013-05-28,578.95701,58.9526,6.05,31.651,7.0
2013-05-29,579.84245,59.04276,12.95,48.82,7.0
2013-05-30,580.31267,59.09064,7.9,43.168,4.85
2013-05-31,581.2271,59.18376,0.0,46.177,3.5
2013-06-01,581.08748,59.16954,0.1,33.53,3.5
2013-06-02,580.3238,59.09178,0.05,27.75,3.5
2013-06-03,580.2578,59.08506,13.85,32.212,3.5
2013-06-04,579.33009,58.99059,0.1,26.058,3.5
2013-06-05,578.64808,58.92115,0.1,29.253,3.5
2013-06-06,578.27048,58.8827,0.05,32.496,3.5
2013-06-07,577.12894,58.76646,0.1,23.506,3.77
2013-06-08,575.80178,58.63132,0.05,22.076,4.23
2013-06-09,574.36463,58.48498,0.0,20.079,4.5
2013-06-10,572.83762,58.32949,0.05,19.226,4.5
2013-06-11,571.47651,58.1909,0.05,23.28,4.84
2013-06-12,570.38165,58.07941,3.55,25.244,5.0
2013-06-13,570.4906,58.09051,6.15,38.75,5.0
2013-06-14,569.41956,57.98145,0.1,24.969,5.0
2013-06-15,568.35812,57.87337,0.05,26.793,5.0
2013-06-16,567.12049,57.74734,0.05,22.776,5.0
2013-06-17,566.18302,57.65188,9.8,26.035,5.0
2013-06-18,564.8889,57.52011,0.3,22.818,5.0
2013-06-19,563.74154,57.40328,0.15,25.627,5.0
2013-06-20,562.24118,57.2505,0.05,21.277,5.0
2013-06-21,560.63237,57.08669,0.1,19.036,5.0
2013-06-22,559.36332,56.95747,0.0,23.329,5.0
2013-06-23,557.93341,56.81186,0.05,20.868,5.0
2013-06-24,556.55299,56.6713,0.25,20.883,5.0
2013-06-25,555.86374,56.60112,2.8,28.515,5.0
2013-06-26,556.76089,56.69247,17.15,45.189,4.48
2013-06-27,556.37355,56.65303,4.05,30.773,4.0
2013-06-28,555.49356,56.56342,0.05,27.29,4.0
2013-06-29,554.03494,56.4149,0.1,21.421,4.0
2013-06-30,553.0284,56.31241,0.6,25.098,4.0
2013-07-01,554.68693,56.48129,16.6,53.346,4.0
2013-07-02,555.35446,56.54926,14.125,41.376,3.7
2013-07-03,555.64296,56.57864,0.1,37.516,3.5
2013-07-04,554.78949,56.49173,0.0,26.913,3.5
2013-07-05,554.42799,56.45492,0.1,32.988,3.5
2013-07-06,552.95259,56.30469,0.05,20.203,3.5
2013-07-07,551.64125,56.17116,0.1,20.069,3.5
2013-07-08,550.90182,56.09587,0.2,24.954,3.5
2013-07-09,549.99354,56.00338,0.2,24.31,3.5
2013-07-10,548.61361,55.86287,0.0,17.329,3.5
2013-07-11,547.14802,55.71364,0.05,20.347,4.31
2013-07-12,545.39753,55.53539,0.1,18.035,5.0
2013-07-13,542.98684,55.28992,0.0,10.371,5.0
2013-07-14,541.80815,55.1699,0.05,23.79,5.0
2013-07-15,540.03277,54.98912,1.55,14.3,5.0
2013-07-16,538.85758,54.86946,0.0,23.89,5.54
2013-07-17,537.66257,54.74778,0.1,24.116,6.0
2013-07-18,535.89452,54.56774,0.05,18.011,6.0
2013-07-19,533.98141,54.37294,0.05,16.673,6.0
2013-07-20,532.00737,54.17193,4.6,14.356,6.0
2013-07-21,530.77286,54.04623,2.7,23.174,6.0
2013-07-22,529.64727,53.93161,1.6,25.146,6.0
2013-07-23,528.07262,53.77127,5.2,19.016,6.0
2013-07-24,527.40112,53.7029,3.35,25.593,4.78
2013-07-25,527.86247,53.74988,22.65,38.71,4.5
2013-07-26,528.76215,53.84149,0.3,44.694,4.5
2013-07-27,528.9971,53.86541,0.05,38.393,4.5
2013-07-28,528.56084,53.82099,0.0,30.795,4.5
2013-07-29,527.43083,53.70592,0.1,23.37,4.5
2013-07-30,526.04541,53.56485,0.05,22.471,4.5
2013-07-31,524.17566,53.37446,0.1,16.182,4.5
2013-08-01,522.54338,53.20826,0.05,18.658,4.77
2013-08-02,521.28632,53.08025,0.1,23.502,5.0
